review,positive_score,negative_score,sentiment_diff,predicted_sentiment
"3.5 really.

Time change! Time for breakfast because we got to sleep in!  I had a girls night sleepover so everyone was feeling lazy and I wasn't in the mood to cook, so off in search of a place to have breakfast. We tried 2 familiar spots, but both had people waiting in line through the door. I remembered this place as a possibility to try, so we were lucky - got in just in time to be seated immediately. We hungrily watched as other plates were delivered. Man, those pancakes were huge and looked delicious.

I ordered the housemade challah bread French toast. It was good, but needed a bit more sweetness. Coffee was never ending, fresh and hot.

Another dining partner ordered her usual 2 eggs over medium with corned beef hash - also got a thumbs up, but something was missing. Was it a low sodium version? Maybe more onions than usual? Just different. The breakfast potatoes were good.

The youngest diner ordered a waffle and a side of bacon, which unfortunately came undercooked and limp. A miss for sure.

Averaged out to $10 a person, not bad for breakfast at a diner.",-4.2266474,-4.2236266,-0.0030207634,Negative
I have had my unit here for about a year now. Haven't had a complaint yet. The customer service is great the only thing I would change would be the hours of service into the storage units but I understand the security behind it.,-3.691704,-3.7106717,0.018967628,Positive
"Service is always terrible. There are always open tables when we walk in the door, but we still wait at least 5-10 minutes to be seated. Another 5 minutes before waitress comes to our table, and forever for food to come out.",-4.008301,-3.9925232,-0.015777588,Negative
"I really enjoyed myself! The actors outside were very scary, and the whole event was fun! Each cell block had a unique theme which was coordinated very well. The actors were very convincing, and it was worth the $35 advanced pay ticket. I chose to get the ""tracking device"" (a glow stick necklace) and the bloody X on my cheek so the zombies/monsters/prison guards would ""find me"". Definitely worth the 4 1/2 hour train ride and overnight hostel stay and I will be returning again this year if my funds allow me to.",-4.2665153,-4.262491,-0.004024029,Negative
Excellent service Excellent staff.  Everything and everyone Is great. My car was done so good. Just like when I bought it brand new. I highly recommend them for any car detail or clean up. What was impressive was the kindness they showed. 5 stars,-4.4221587,-4.432261,0.010102272,Positive
This is a great local pub.  We love the wait staff who act like family.  Food is good but a little pricey. I especially recommend the Jambalaya. Great place for late evening drinks. We'll be back,-3.981235,-3.9882808,0.007045746,Positive
"They seated us and gave us menus. It was very slow, maybe 5 other tables seated. After 20 minuets they still hadn't stopped by to ask us what we would like to drink. No excuse since there were three employees walking around and our menus were closed. 5 minuets later we walked out. Poor customer service. Go here if you want to be ignored.",-4.0288177,-4.0044255,-0.024392128,Negative
I love this little place.  The owner is always super friendly and the selection is great.  We always get our out of town guests shirts from here.  Sometimes the quality is a miss.. But I don't have high expectations for t-shirts.,-4.1535196,-4.1406302,-0.012889385,Negative
Excellent curries authentically prepared . Great outdoor sitting area. Excellent drinker noodle dish,-5.464912,-5.4557166,-0.009195328,Negative
"There's a good chance you'll find me here at a Friday happy hour. A very good chance. 

The Tap Burger is simple, delicious and great with a beer after work. Or a barrel-aged manhattan, if you're feeling saucy. 

It's a neighborhood corner joint, but not like 'no windows, deep South Philly' corner joint. Not that there is anything wrong with that; it's just that Taproom is actually welcoming. 

Either way the place has good food, lots of beer options, barreled beverages, and a wonderful neighborhood feel.",-3.9842055,-3.9984574,0.014251947,Positive
"Outstanding care, quality service, accredited, & best vet in my Juliet, TN. I Fully trust them with my animals care for boarding & for all medical care. Rest assured when you leave your pet with animal avenue they are in good hands!! Thanks to all of them at Avenue Animal for taking great care of my dog Blaze!",-5.046195,-5.0387416,-0.0074534416,Negative
"Best breakfast sandwiches I've ever had. Fresh bagels and rolls. Great prices and best customer service around. Prices are great and homade items (roast pork, chicken salad etc) are top notch. I'd give them more than 5 stars if I could.",-4.1975484,-4.2051263,0.007577896,Positive
Wanted seafood on our last night in town. So glad we found this place. Food was super fresh and we enjoyed the outdoor seating.  This is not a tourist spot and the prices are quite reasonable.,-4.136499,-4.1438875,0.0073885918,Positive
"This is different. This is a different work out then most are used to. I enjoy it. You have a class personal trainer who leads you through exercises: weights, rower, treadmill. If you do 3x a week like me, you'll want the unlimited classes plan which runs $160/mo. Use the app to book classes bc they fill up quick at peak times (early morning, rush hour) & if they're full you go on a waiting list.",-4.5086646,-4.501147,-0.0075178146,Negative
