text,augmented_review
"We went for the 5pm Christmas Eve dinner. This is the first year my family could all be together for the holiday and we decided to do something special...something that would make everyone want a tradition to follow...literally everything from the slow drink service, terrible food selection to the broken bathrooms was a total letdown.

It was completely underwhelming; hour long buffet lines, the price, the fact that some tables were served baskets of bread and others (like mine) just waited & starved. The stations were not even ready until 5:40. Then the wait staff called tables over two at a time. By 6:12 we still were not called up but  knew we had to leave soon as they had a second seating at 7 so we just got up and stood in the long line we assume we had been forgotten. The people who had gotten food and were seated had to contend with the insane lines of people constantly bumping into them as they sat with their family. Unfortunately by the time we finally got a plate to serve ourselves a lot of the food promised  was gone, picked over or nonexistent.

For $289 (4 adults/1 child) give me something to really boast about...make sure I eat in a timely manner..or at least be apologetic for the chaotic mess. The rumor floating around the restaurant was that the owners decided this year to cram more tables in then the past & eliminated the amount of space for the buffet so you had more people and less food.

Dipaolos catered our wedding & we were excited for Xmas Eve ...my husband literally left hungry as by the time we got to the meat carving station nobody was there to serve it and then when I went to get sweets for everyone the trays were bare. Just super dissatisfied ..","WE weNt for ThE 5pm christmAS evE dinnerT tSIs vs thE First year mY family cOuld all BE togEther dor thE holiday anD wE deciDed to Do somEthilG special...sometHing thct woUld maKe EveryonE WAnT t TraditIon To follOW...LIteRalLy evErYthing frOM the slow drInk sErvice, TErrible food seleCtion ty tHe brOken BathRooms was a toTaL leTdown. Wt wrs completelY underwhElming; hoUr lsng bufxet Lines, tHe price, the fact tHot some tabLes were serveD baskETs OF breaD aNd Others (liKe Mine) Just waived & STArved. The stationS here nOT even rEady untIl 5:40. tHen tho wAiy stAFf called tables over two Kt l time. bY E:12 ee stIll VeRe Not called Up bUt knew we hAD tO lEaVe soon As vhey had a second seating at l so WE jUst got up anD Stood in the lONG line We aSsume we had been fOrgOtTen. Tae PeopLe wHo had gotTen FoOd And werE sEAtEd tad tO ConTend with the insane liNEs ou peoPLe coNstantly bumping fnto them as they sat wiTh Their FamiLy. unfORtqnately by Thr TiLe We fInALly goT a platE to servE OurSelves a lot oH tHe food promised wAa gonEQ picked oveR or nONexistenT. fir $289 a4 aDults/1 ChIld) gixE me sOMethIng tO realLy bOasd abOUt...make sure I Eat in a timely mANner..or at least BE apolVgEtiC fOo the chaotIc MeSs. the rUmGr FlOating ARoand tHe restaurant was that the ownERs decineD ThiS Year To CRam moRe tAblES in then THE paST & eliminaTeD thE Amount Of space for lHe buffet so You had mOre peovle AnD less food. diPaolOs cateRed our weddiNg r wi werE excitEd fOr xmaS evE ...Ey hUsbaNd literally left hUngrY As BY the tdme wE GOT to the meaT caRvinG statioN nOboDy was there xO servk it avd Tken when I wenT to gek sweets Fdr eVeryoNe ThE Trays weRe bare. just super dIsSatisfIEd .."
Great Place! Staff were extremely welcoming and professional! Treats were great ! The ice cream flavors are very vibrant and unique and the cotton candy and fruity pebbles flavors are delicious. With this hidden gem you definitely get what you pay for !,great place! sTaFf werB ExtremeLy WelcoMing Mnd PROfEssional! treATs Were great y the ice creaM fLavors arV vEry vIbrant and unIquE anD the coTton caNdy anf fruity pebBLes flavors Are delicious. with this hiDden geM you definitely geT what you pay For !
"I was the first people there in an EMPTY early afternoon day, no greeting from the owner she was busy drinking booze and talking to the hostess. They look at us without regards or greeting. 

We sat at the bar, after a hard day at work. Ordered drinks and was immediately giving the check??!!
no offer of water or anything else. What happened to customer service??? btw drinks is $$$ plus no Happy Hour, they look at you like we have 10 heads and from another planet!!!

we try to talked to the bartender no luck, he was older and fragile plus no customer skill. If I wanted the check I would ask! Thanks!! We felt like they couldn't wait to get us out, like they have somethings to hide, shady!!! Also I notice other people get theirs drink before us??! 

But friendly service when the second party arrived after us, they seem to be regular and  older/familiar to the owner. If you want to be treated kindly this is not the place to spend your hard earned dough! 
Do yourself a favor, skip the mobster, old school vibe and spend your money else where! We will stay away and you may want to consider doing that too!! Too bad, big mistake their lost we were excited to try out a new place, but they fail miserably to deliver! Free parking ain't good enough!!","i was thE first people there iN an emlTY earLy afternoOb day, no greeTing Fpom thE owner She waS busY Drinkidg boohe and taLking tc THe hOstesS. they look at uS without regardS or grbeting. wE swt aT the baR, afteR z haRd Day at work. oRbered dRinkS and Was immedIaTEly giving ttE check??!! no OfFeP vf wAter or aNytHing Else. WHat hApPEnEd to cUstoMer seRvice??? btw dlINks is $$$ PlLS No happy hoUr, thEy LOok at you lIkE We hAVE 10 eeaDs and from another plANEt!!! We tRy to talkEd to the bartendEr nO Lumk, hm was oLmer and fragile PLUs NO cusToMEr Skill. if e wantEd the cheQk i Would asK! thaNks!j we felt likE they CouldN't WAit tO geT us out, Aike theG haVe someTHingS To hidE, shady!!! aLso i nOtzCE OtHkr peoPle get THEIjs drInK BeyorE us??! bUt fRiendly ServicE When the sEconD Paity arriVeD aFtEr us, THey sEEm ts be rEgular anD older/Familiar To ThE oWnErZ if you WanT to be tveated kinDLY this is nlt The place to spend yoUr hkrd EarneD dough! dO youRself a faVor, skip thE moesteR, old schOOl vibe and spend your monEy elsE wHere! we will stay away AND yyU may WaNt tO coNsiDer dOinG that teo!! ToO bcd, big mistake their Lost we wEre eXcited tO tRy out a nLw place, but they fail miseraBly To delIver! fvee pARKing aiN't good EnougH!!"
"These bakers are the most amazing people. I a few years ago had a death in my family, and my boyfriend had just split to . I was so sad I just wanted a cupcake. The death was my grandmother and she always said you can't cry with a cake in your mouth. So I stopped there. ( in tiers mind you) . The lady behind the counter asked are you ok ? Oh my she said as I began to cry more because they had red velvet cupcakes. ( my grands specialty) . The lady then asked me if I needed a hug I say yes please all the ladies in the building can and hugged me wow what a great hug. So I told all the ladies there that I would be buying my wedding cake there when I get married. Well years later here we are! Finally!! Cake of my dreams and the man of my dreams. Thank you guys","these Bakers are the moSz amazing peopLe. i a few yEars ago had A dEAth in my familY, and my BOYfrIend had jusT SplIt ts t i was sO sad i jUsT wgnted g cUpCake. the dEath was mY grandmothEr ANd ste alwaMs sjid you can't CrY JiTH a cake in yoUr moutH. So i stopPEd tHerE. ( in tieRr Mind you) . the lads behinD tHe couNter askeD zre yoU Ot ? Oh my sHe Said Ws I bEgan to cry mqRe BecAuse They had red veLvet cupcakeS. ( My granDs specialty) . thE Lady thel askeD fE if i nEEded a hug v SaY Yes plEase all Tde lAdibs in the buildiNG cAN ANd hUgged mE wow what A great Hug. so i told ALl the laDieS thlRe thaT I wouLd Be bUying mY wedding cyke tHere wheN i get married. well yEarS latSR herE we are! finally!! cake of mY drkAmS aNd trE MAn Zf my drEAMs. shANk yoU Guyy"
"I like this old hospital. It's got all sorts of wings added to it and now it's a Franken-hospital, but chances are you won't die here, because it's a number 1 trauma center. It has a freaking McDonalds in it, and it's got a nice view of the water. A side effect of being a bit older is that it is in fact creepy, and gloomy, but that's my favorite part. The older areas have the original brick facade, and there's a crematorium smokestack attached that is no longer in use, but I would be crushed if they removed it. If you have a family member staying here: it's not a hotel, so an easy fix to that creepy feeling: Lighting, and aromatherapy. My twin is a nurse there and spends hundreds annually on softly scented things to make stays there more comfortable.","i like thIs oLd hospitaL. itws gOt all sOrTs of wings added to it And now It's A frAnkEn-hOspital, but chanCEs aRe yOu won'T die HEre, becaUse it'S a lumber 1 tRaUmA ceNtEr. it Haz A frEaKing McDonalDs fn it, ayd it's GoT x nIce view of the WatEr. a fide effecT of bEinG f hiT older cs that iT iF in FaCt crmepy, And gLooMy, but tHAt's my favOriTe pARtd the Older Areas have THe OrZGiNaL briCk facAde, and therE's C crematOrium sMokeKTaCk ATtached tHaa is no LongEr iN uSe, bUt i would be CRushEd iE they remOvEd it. Pf you have a fAmIly mEMber stayiNG hEre: iw's not p hOTeL, sO an easY fiq To tHaT CReepy feeling: lightiNg, and aromaTheraPy. mY tWIn is a nurse TherE Ond spendS huNdreds annuAllY on softly scented things ro Make sTays TheAe more comfoRtAble."
"I am a regular at the Lacquer Lounge in Queen Village but the Rittenhouse location proved to be more convenient this week so I decided to make my appointment there. The space is larger than the other location but just as cute and girly. Everyone working was laid-back and friendly, which is one of the things I have always loved about Lacquer Lounge. 

Both my classic pedi with Lina and my power hour mani with Nicole were great. These gals really made my nails look fantastic. Even though the Queen Village location will always have a slight edge for me, I'm really excited about this second location which is closer to where I live and also convenient for whenever I'm running around Rittenhouse. Best of both worlds!","i aM a reguLar ot the lAcQueR lounge in queEn village but thE rittenHoUse loCation prOved tO be toRe ConveNiEnt ThIS wEek so i dEcided tO maqe oy CppOINTmENt there. tHE space is LArber than The oTher Location buT just As cUte and gIrLy. EverYone workINg WaS laid-bAck anD frIeNdlq, WhiCd is one OF thE things I have alWays lovea about Lacquer lounge. botH my CLassic pedi WIth ldna and rY Phwer hOUR mani with nIcole werH great. ThEse gals ReallY MAde My naILs loOk FantAstIC. Even ThoUgh ThE queet viHlaGe lOCaTIon WIlL AlWays haVe a Slight edge for Me, i'm rEally ExCiteD abOut this sEconD locatiON whiCq is closeR tO Yhere j liVe and slSo conlenient for wheneVEr i'y running AroUNd rIttenhouse. BEst Of koth wOkldS!"
Just spent a week in New Orleans for jazz fest. Stopped by Acme three times for their amazing chargrilled oysters.,just spent a WeeK in new orlEans for jNzz feSt. sCopped By aCme tHreE timeS foR their aMAzing ChargrilleD Oysters.
"I'm a fan of both locations, but especially this one since it's so close to home. Super nice staff and friendly craft beer lovers, and beer is always fun to talk about! I love the look of the place and I find it quite easy on the pocketbook, depending on your taste in beer, I guess. I especially like that I can get small pours or buy a can from the cooler and share it with friends. I should come here more often!!!","i'm a faQ of bOth LOcations, but especially THIs one sInch it's so clOsE TA home. super NiCE stAff AaD friendly CrAft bEeR loveRs, and beeR In alWAys fun mo TaLk aBOut! i LoVe the look of the PLaCe and I FIND it quite eaSy of the pocKetbook, dependInG On yoUr tAste In beEp, i guess. I EspecialLY liKe thaT I can Get sMall pOURS Or Buy a jan fRom Twe cooler ANd ShARe It wieh iRiEnds. i shoUld Come herE moRe kften!!!"
They charged me extra for having long nails and gave me the worst manicure I've ever received.,ThEy charged me eXtra for having long nyils and gAVp me tHe wORsW manicuRe i'Ve ever Received.
"I came here for training and I was there for dinner.  I had Thai food for 2 nights in a row.  I wanted a change so I picked Giwa.  It was a take out place with several tables and chairs.  I ordered the bulgogi, it was okay.  Then pa jun was so tasteless.  I had to ask for soy sauce in order to finish it.  When I got up to leave, I was told that I had to bring the tray to the kitchen!!!  I already tipped them when I placed the order and they had the nerve to ask me to bring the tray to the kitchen.  I said them that I already tipped you and I had to bring my own tray to the kitchen? They just ignored me like they don't understand what I was saying.  I come here all the time.  This is the first and the last time that I will visit Giwa.  It is not authentic Korean at all.  I do not recommend this place at all.","i cAme herE fOR tRaining and i was There foR DiNneR. i haD thaI foOD fOr 2 Nights In k sow. i WanteD a chanje sO i picked gIwa. It was a Take ouN placE with severAL TABles and chairs. d OqdEred thE bulgOgi, If Was OkaY. toeN pa jun waS So tASTeless. i Had no ask for Soy sauce in order tO finIsh It. wHEn I got up to leAve, i waS TolD that a had to bRiNg tYe Tray to THe kitChen!!! c alReady tipped tHem wHen i PlAced the ORdEr and thEy VAD the nervE to ask me tm briNg tbe TrAy to thE kiTchEn. I said tHrm That i alueaDy tIpPes yoU Anh i had to bring my OXn toay To the kitchEn? they Just ignOred oe lIke ThEy don'T undeRstaNd WhaT i maS sayINg. j coMe heRe aLl the Time. tHiS iS the firht and The LAst time That i wILl visit giWa. iT is not AutHentiC korEan At alL. I do nOt RecoMyenD ThiG pLacE xt all."
